Year,Item,Item Code (CPC),Area_Harvested_ha,Production_tonnes,Yield_hg_per_ha
2010,"Broad beans and horse beans, green",1243,201.0,958.55,47784.0
2010,Cabbages,1212,21923.0,784876.0,358015.0
2010,Carrots and turnips,1251,4693.0,76940.0,163946.0
2010,"Cashew nuts, in shell",1372,29837.0,17568.0,5888.0
2010,"Cassava, fresh",1520.01,61573.0,323389.0,52521.0
2010,Castor oil seeds,1447,13000.0,3000.0,2308.0
2010,"Chestnuts, in shell",1373,0.0,0.0,
2010,"Chick peas, dry",1703,5547.0,1941.59,3500.0
2010,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,3804.0,4358.65,11460.0
2010,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,954.0,4284.0,44906.0
2010,"Cloves (whole stems), raw",1656,2900.0,2500.0,8621.0
2010,"Coconuts, in shell",1460,50143.0,74613.0,14880.0
2010,"Coffee, green",1610,160000.0,42000.0,2625.0
2010,"Cotton lint, ginned",1921.02,,4000.0,
2010,Cotton seed,143,,7000.0,
2010,Cottonseed oil,2168,,1400.0,
2010,"Cow peas, dry",1706,168273.0,72274.0,4295.0
2010,Cucumbers and gherkins,1232,361.0,1719.0,47618.0
2010,Dates,1314,412.0,1063.37,25823.0
2010,"Ginger, raw",1657,62.0,402.82,64971.0
2010,Green garlic,1252,197.0,5231.0,265533.0
2010,"Green tea (not fermented), black tea (fermented) and partly fermented tea",23913,,399006.0,
2010,"Groundnuts, excluding shelled",142,19291.0,10894.0,5647.0
2010,Leeks and other alliaceous vegetables,1254,71.0,342.76,48360.0
2010,Lemons and limes,1322,1077.0,13799.0,128124.0
2010,"Lentils, dry",1704,3200.0,2200.0,6875.0
2010,Lettuce and chicory,1214,174.0,1592.0,91494.0
2010,Linseed,1441,962.0,957.22,9955.0
2010,Maize (corn),112,2008346.0,3464541.0,17251.0
2010,"Mangoes, guavas and mangosteens",1316,34629.0,553710.0,159898.0
2010,Millet,118,99124.0,53881.0,5436.0
2010,Mushrooms and truffles,1270,,0.0,
2010,"Nutmeg, mace, cardamoms, raw",1653,114.0,61.74,5417.0
2010,Oats,117,3600.0,3200.0,8889.0
2010,"Onions and shallots, dry (excluding dehydrated)",1253.02,8712.0,96391.0,110642.0
2010,Oranges,1323,6655.0,107735.0,161886.0
2010,Papayas,1317,8300.0,98144.0,118246.0
2010,Peaches and nectarines,1345,34.0,343.0,100882.0
2010,Pears,1342.01,172.0,4484.0,260698.0
2010,"Peas, green",1242,23439.0,149940.0,63970.0
2010,"Pepper (Piper spp.), raw",1651,382.0,319.87,8376.0
2010,"Pigeon peas, dry",1707,158746.0,103324.0,6509.0
2010,Pineapples,1318,8302.0,272230.0,327909.0
2010,Plantains and cooking bananas,1313,2800.0,35000.0,125000.0
2010,Plums and sloes,1346,397.0,5127.0,129144.0
2010,Pomelos and grapefruits,1321,245.0,4396.0,179429.0
2010,Potatoes,1510,121542.0,2725936.0,224279.0
2010,"Pyrethrum, dried flowers",1930.02,6100.0,462.0,757.0
2010,Rice,113,20181.0,85536.0,42384.0
2010,"Seed cotton, unginned",1921.01,24553.0,11822.0,4815.0
2010,Sesame seed,1444,27083.0,11341.57,4188.0
2010,Sorghum,114,225782.0,164066.0,7267.0
2010,Soya beans,141,1621.0,1540.0,9500.0
2010,Spinach,1215,4047.0,72429.0,178970.0
2010,Strawberries,1354,54.0,455.77,83922.0
2010,Sugar cane,1802,68738.0,5709586.0,830630.0
2010,Sunflower seed,1445,12000.0,12000.0,10000.0
2010,Sweet potatoes,1530,82312.0,820971.0,99739.0
2010,"Tangerines, mandarins, clementines",1324,1340.0,21207.0,158261.0
2010,Tea leaves,1620,171916.0,1735000.0,100921.0
2010,Tomatoes,1234,18477.0,539151.0,291796.0
2010,Unmanufactured tobacco,1970,18780.0,14156.0,7538.0
2010,"Vanilla, raw",1658,26.0,12.88,4865.0
2010,Watermelons,1221,2355.0,57400.0,243737.0
2010,Wheat,111,160043.0,511994.0,31991.0
2010,Yams,1540,1224.0,8035.0,65645.0
2011,Apples,1341,139.0,779.0,56043.0
2011,Apricots,1343,14.0,73.5,52496.0
2011,Artichokes,1216,5.0,25.0,50000.0
2011,Asparagus,1211,29.0,189.26,64344.0
2011,Avocados,1311,9960.0,149241.0,149840.0
2011,Bananas,1312,50486.0,1226171.0,242873.0
2011,Barley,115,18832.0,65235.0,34641.0
2011,"Beans, dry",1701,1036738.0,577674.0,5572.0
2011,"Beer of barley, malted",24310.01,,490000.0,
2011,"Broad beans and horse beans, green",1243,297.0,1249.0,42054.0
2011,Cabbages,1212,18637.0,542070.0,290857.0
2011,Carrots and turnips,1251,3836.0,83939.0,218819.0
2011,"Cashew nuts, in shell",1372,30455.0,20927.0,6871.0
2011,"Cassava, fresh",1520.01,60473.0,679167.0,112309.0
2011,Castor oil seeds,1447,13000.0,3000.0,2308.0
2011,"Chestnuts, in shell",1373,0.0,0.0,
2011,"Chick peas, dry",1703,5432.0,1911.28,3519.0
2011,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,3198.0,3704.79,11586.0
2011,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,757.0,4230.0,55878.0
2011,"Cloves (whole stems), raw",1656,1950.0,1700.0,8718.0
2011,"Coconuts, in shell",1460,50663.0,87497.0,17270.0
2011,"Coffee, green",1610,115600.0,36300.0,3140.0
2011,"Cotton lint, ginned",1921.02,,5000.0,
2011,Cotton seed,143,,15000.0,
2011,Cottonseed oil,2168,,1900.0,
2011,"Cow peas, dry",1706,197980.0,81534.0,4118.0
2011,Cucumbers and gherkins,1232,401.0,2044.0,50973.0
2011,Dates,1314,425.0,1076.26,25343.0
2011,"Ginger, raw",1657,65.0,340.0,52308.0
2011,Green garlic,1252,178.0,4249.0,238708.0
2011,"Green tea (not fermented), black tea (fermented) and partly fermented tea",23913,,377912.0,
2011,"Groundnuts, excluding shelled",142,13504.0,12803.0,9481.0
2011,Leeks and other alliaceous vegetables,1254,71.0,339.91,48004.0
2011,Lemons and limes,1322,1260.0,12224.0,97016.0
2011,"Lentils, dry",1704,3400.0,2300.0,6765.0
2011,Lettuce and chicory,1214,135.0,1824.0,135111.0
2011,Linseed,1441,965.0,960.16,9954.0
2011,Maize (corn),112,2131887.0,3376862.0,15840.0
2011,"Mangoes, guavas and mangosteens",1316,39367.0,452944.0,115057.0
2011,Millet,118,111271.0,73396.0,6596.0
2011,Mushrooms and truffles,1270,,0.0,
2011,"Nutmeg, mace, cardamoms, raw",1653,110.0,61.25,5587.0
2011,Oats,117,3900.0,3500.0,8974.0
2011,"Onions and shallots, dry (excluding dehydrated)",1253.02,10718.0,112013.0,104509.0
2011,Oranges,1323,5416.0,65511.0,120958.0
2011,Papayas,1317,7501.0,101345.0,135109.0
2011,Peaches and nectarines,1345,58.0,354.0,61034.0
2011,Pears,1342.01,304.0,4880.0,160526.0
2011,"Peas, green",1242,12935.0,60657.0,46894.0
2011,"Pepper (Piper spp.), raw",1651,349.0,299.0,8560.0
2011,"Pigeon peas, dry",1707,138708.0,84313.0,6078.0
2011,Pineapples,1318,5691.0,111241.0,195468.0
2011,Plantains and cooking bananas,1313,2500.0,31000.0,124000.0
2011,Plums and sloes,1346,201.0,2446.0,121692.0
2011,Pomelos and grapefruits,1321,159.0,2096.0,131824.0
2011,Potatoes,1510,123390.0,2365263.0,191690.0
2011,"Pyrethrum, dried flowers",1930.02,8168.0,518.0,634.0
2011,Rice,113,28034.0,111229.0,39676.0
2011,"Seed cotton, unginned",1921.01,32200.0,22104.0,6865.0
2011,Sesame seed,1444,27617.0,11597.38,4199.0
2011,Sorghum,114,254125.0,159877.0,6291.0
2011,Soya beans,141,1734.0,2181.0,12578.0
2011,Spinach,1215,4413.0,45915.0,104045.0
2011,Strawberries,1354,40.0,214.0,53500.0
2011,Sugar cane,1802,79000.0,5307341.0,671815.0
2011,Sunflower seed,1445,14000.0,14000.0,10000.0
2011,Sweet potatoes,1530,61902.0,759471.0,122689.0
2011,"Tangerines, mandarins, clementines",1324,961.0,12708.0,132237.0
2011,Tea leaves,1620,187855.0,1643000.0,87461.0
2011,Tomatoes,1234,20584.0,396544.0,192647.0
2011,Unmanufactured tobacco,1970,18631.0,15345.08,8236.0
2011,"Vanilla, raw",1658,25.0,13.02,5279.0
2011,Watermelons,1221,3935.0,79534.0,202119.0
2011,Wheat,111,131509.0,268482.0,20415.0
2011,Yams,1540,1057.0,9635.0,91154.0
2012,Apples,1341,130.0,1128.0,86769.0
2012,Apricots,1343,14.0,70.0,50000.0
2012,Artichokes,1216,5.0,28.0,56000.0
2012,Asparagus,1211,20.0,148.0,74000.0
2012,Avocados,1311,11021.0,166948.0,151482.0
2012,Bananas,1312,58003.0,1207841.0,208238.0
2012,Barley,115,16548.0,72726.0,43949.0
2012,"Beans, dry",1701,1056046.0,622759.0,5897.0
2012,"Beer of barley, malted",24310.01,,518800.0,
2012,"Broad beans and horse beans, green",1243,381.0,1781.0,46745.0
2012,Cabbages,1212,19251.0,503357.0,261471.0
2012,Carrots and turnips,1251,3694.0,169472.0,458776.0
2012,"Cashew nuts, in shell",1372,30805.0,29026.0,9422.0
2012,"Cassava, fresh",1520.01,73144.0,930922.0,127273.0
2012,Castor oil seeds,1447,13000.0,3000.0,2308.0
2012,"Chestnuts, in shell",1373,0.0,0.0,
2012,"Chick peas, dry",1703,5318.0,1880.98,3537.0
2012,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,2500.0,3000.0,12000.0
2012,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,620.0,2921.0,47113.0
2012,"Cloves (whole stems), raw",1656,2000.0,1750.0,8750.0
2012,"Coconuts, in shell",1460,42117.0,120068.0,28508.0
2012,"Coffee, green",1610,109795.0,49000.0,4463.0
2012,"Cotton lint, ginned",1921.02,,5000.0,
2012,Cotton seed,143,,7669.0,
2012,Cottonseed oil,2168,,1800.0,
2012,"Cow peas, dry",1706,212730.0,112948.0,5309.0
2012,Cucumbers and gherkins,1232,221.0,2736.0,123801.0
2012,Dates,1314,445.0,1100.0,24719.0
2012,"Ginger, raw",1657,24.0,329.0,137083.0
2012,Green garlic,1252,215.0,1217.0,56605.0
2012,"Green tea (not fermented), black tea (fermented) and partly fermented tea",23913,,369400.0,
2012,"Groundnuts, excluding shelled",142,16387.0,24639.0,15036.0
2012,Leeks and other alliaceous vegetables,1254,80.0,350.0,43750.0
2012,Lemons and limes,1322,1480.0,13846.0,93554.0
2012,"Lentils, dry",1704,5200.0,4000.0,7692.0
2012,Lettuce and chicory,1214,952.0,2113.0,22195.0
2012,Linseed,1441,1000.0,1000.0,10000.0
2012,Maize (corn),112,2159322.0,3749880.0,17366.0
2012,"Mangoes, guavas and mangosteens",1316,43777.0,520432.0,118883.0
2012,Millet,118,118289.0,138204.0,11684.0
2012,Mushrooms and truffles,1270,,0.0,
2012,"Nutmeg, mace, cardamoms, raw",1653,80.0,50.0,6250.0
2012,Oats,117,4000.0,4000.0,10000.0
2012,"Onions and shallots, dry (excluding dehydrated)",1253.02,5760.0,85823.0,148998.0
2012,Oranges,1323,5941.0,61030.0,102727.0
2012,Papayas,1317,8504.0,133515.0,157003.0
2012,Peaches and nectarines,1345,55.0,447.0,81273.0
2012,Pears,1342.01,297.0,4338.0,146061.0
2012,"Peas, green",1242,10830.0,48355.0,44649.0
2012,"Pepper (Piper spp.), raw",1651,265.0,240.0,9057.0
2012,"Pigeon peas, dry",1707,276136.0,167623.0,6070.0
2012,Pineapples,1318,6290.0,120972.0,192324.0
2012,Plantains and cooking bananas,1313,2500.0,30000.0,120000.0
2012,Plums and sloes,1346,205.0,2448.0,119415.0
2012,Pomelos and grapefruits,1321,205.0,2870.0,140000.0
2012,Potatoes,1510,143325.0,2915067.0,203389.0
2012,"Pyrethrum, dried flowers",1930.02,8200.0,420.0,512.0
2012,Rice,113,29630.0,138204.0,46643.0
2012,"Seed cotton, unginned",1921.01,40208.0,11772.0,2928.0
2012,Sesame seed,1444,28500.0,12000.0,4211.0
2012,Sorghum,114,223799.0,166627.0,7445.0
2012,Soya beans,141,1911.0,2866.0,14997.0
2012,Spinach,1215,4651.0,46767.0,100553.0
2012,Strawberries,1354,45.0,477.0,106000.0
2012,Sugar cane,1802,87340.0,5823964.0,666815.0
2012,Sunflower seed,1445,14000.0,14000.0,10000.0
2012,Sweet potatoes,1530,66971.0,859549.0,128346.0
2012,"Tangerines, mandarins, clementines",1324,844.0,11080.0,131280.0
2012,Tea leaves,1620,190600.0,1606000.0,84260.0
2012,Tomatoes,1234,21874.0,444862.0,203375.0
2012,Unmanufactured tobacco,1970,14539.0,11756.21,8086.0
2012,"Vanilla, raw",1658,22.0,12.0,5455.0
2012,Watermelons,1221,4742.0,106657.0,224920.0
2012,Wheat,111,148703.0,441944.0,29720.0
2012,Yams,1540,874.0,10143.0,116053.0
2013,Apples,1341,70.0,396.0,56571.0
2013,Apricots,1343,15.0,70.0,46667.0
2013,Artichokes,1216,5.0,28.0,56000.0
2013,Asparagus,1211,33.0,196.82,59714.0
2013,Avocados,1311,11439.0,177799.0,155432.0
2013,Bananas,1312,60153.0,1374516.0,228503.0
2013,Barley,115,17225.0,57671.0,33481.0
2013,"Beans, dry",1701,1083604.0,714492.0,6594.0
2013,"Beer of barley, malted",24310.01,,507500.0,
2013,"Broad beans and horse beans, green",1243,323.0,1412.0,43715.0
2013,Cabbages,1212,25334.0,762263.0,300885.0
2013,Carrots and turnips,1251,5057.0,235130.0,464959.0
2013,"Cashew nuts, in shell",1372,21611.0,21086.0,9757.0
2013,"Cassava, fresh",1520.01,65634.0,935089.0,142470.0
2013,Castor oil seeds,1447,13000.0,3000.0,2308.0
2013,"Chestnuts, in shell",1373,0.0,0.0,
2013,"Chick peas, dry",1703,5205.0,1850.68,3555.0
2013,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,2500.0,3000.0,12000.0
2013,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,218.0,1733.0,79495.0
2013,"Cloves (whole stems), raw",1656,2000.0,1800.0,9000.0
2013,"Coconuts, in shell",1460,39156.0,64079.0,16365.0
2013,"Coffee, green",1610,109800.0,39800.0,3625.0
2013,"Cotton lint, ginned",1921.02,,4193.0,
2013,Cotton seed,143,,8386.0,
2013,Cottonseed oil,2168,,1300.0,
2013,"Cow peas, dry",1706,250798.0,133756.0,5333.0
2013,Cucumbers and gherkins,1232,284.0,3764.0,132535.0
2013,Dates,1314,450.0,1100.0,24444.0
2013,"Ginger, raw",1657,25.0,330.0,132000.0
2013,Green garlic,1252,131.0,1253.0,95649.0
2013,"Green tea (not fermented), black tea (fermented) and partly fermented tea",23913,,432400.0,
2013,"Groundnuts, excluding shelled",142,17311.0,94072.0,54342.0
2013,Leeks and other alliaceous vegetables,1254,80.0,350.0,43750.0
2013,Lemons and limes,1322,1780.0,25572.0,143663.0
2013,"Lentils, dry",1704,5200.0,4100.0,7885.0
2013,Lettuce and chicory,1214,1133.0,4113.0,36302.0
2013,Linseed,1441,1000.0,1000.0,10000.0
2013,Maize (corn),112,2123138.0,3592688.0,16922.0
2013,"Mangoes, guavas and mangosteens",1316,46980.0,581290.0,123731.0
2013,Millet,118,168291.0,138829.0,8249.0
2013,Mushrooms and truffles,1270,,0.0,
2013,"Nutmeg, mace, cardamoms, raw",1653,80.0,50.0,6250.0
2013,Oats,117,4000.0,4000.0,10000.0
2013,"Onions and shallots, dry (excluding dehydrated)",1253.02,7730.0,129533.0,167572.0
2013,Oranges,1323,7494.0,99432.0,132682.0
2013,Papayas,1317,9336.0,132610.0,142042.0
2013,Peaches and nectarines,1345,58.0,446.0,76897.0
2013,Pears,1342.01,295.0,4193.0,142136.0
2013,"Peas, green",1242,13851.0,61930.0,44712.0
2013,"Pepper (Piper spp.), raw",1651,270.0,245.0,9074.0
2013,"Pigeon peas, dry",1707,256396.0,165636.0,6460.0
2013,Pineapples,1318,6290.0,120876.0,192172.0
2013,Plantains and cooking bananas,1313,2600.0,31000.0,119231.0
2013,Plums and sloes,1346,210.0,2300.0,109524.0
2013,Pomelos and grapefruits,1321,175.0,2479.0,141657.0
2013,Potatoes,1510,152007.0,2192885.0,144262.0
2013,"Pyrethrum, dried flowers",1930.02,3300.0,399.0,1209.0
2013,Rice,113,31349.0,125256.0,39955.0
2013,"Seed cotton, unginned",1921.01,24456.0,12873.0,5264.0
2013,Sesame seed,1444,29000.0,12200.0,4207.0
2013,Sorghum,114,223659.0,168857.0,7550.0
2013,Soya beans,141,2045.0,2498.1,12219.0
2013,Spinach,1215,4784.0,74782.0,156317.0
2013,Strawberries,1354,53.0,410.0,77358.0
2013,Sugar cane,1802,85857.0,6673725.0,777307.0
2013,Sunflower seed,1445,14000.0,14000.0,10000.0
2013,Sweet potatoes,1530,58509.0,729645.0,124706.0
2013,"Tangerines, mandarins, clementines",1324,1200.0,20943.0,174525.0
2013,Tea leaves,1620,198600.0,1880000.0,94663.0
2013,Tomatoes,1234,23866.0,494037.0,207005.0
2013,Unmanufactured tobacco,1970,13496.0,10538.42,7809.0
2013,"Vanilla, raw",1658,22.0,15.0,6818.0
2013,Watermelons,1221,5338.0,108631.0,203505.0
2013,Wheat,111,162900.0,449641.0,27602.0
2013,Yams,1540,998.0,13569.0,135962.0
2014,Apples,1341,62.0,606.0,97742.0
2014,Apricots,1343,15.0,73.76,47969.0
2014,Artichokes,1216,6.0,30.0,50000.0
2014,Asparagus,1211,22.0,120.0,54545.0
2014,Avocados,1311,11583.0,218692.0,188804.0
2014,Bananas,1312,59361.0,1644634.0,277056.0
2014,Barley,115,21532.0,65402.0,30374.0
2014,"Beans, dry",1701,1052408.0,615992.0,5853.0
2014,"Beer of barley, malted",24310.01,,430000.0,
2014,"Broad beans and horse beans, green",1243,282.0,1259.2,44720.0
2014,Cabbages,1212,18200.0,562681.0,309165.0
2014,Carrots and turnips,1251,4606.0,200066.0,434360.0
2014,"Cashew nuts, in shell",1372,21611.0,22140.0,10245.0
2014,"Cassava, fresh",1520.01,63725.0,858461.0,134713.0
2014,Castor oil seeds,1447,13000.0,3000.0,2308.0
2014,"Chestnuts, in shell",1373,0.0,0.0,
2014,"Chick peas, dry",1703,4099.0,1430.22,3489.0
2014,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,2480.0,2986.69,12041.0
2014,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,246.0,2219.0,90203.0
2014,"Cloves (whole stems), raw",1656,2116.0,1972.31,9320.0
2014,"Coconuts, in shell",1460,38800.0,63958.0,16484.0
2014,"Coffee, green",1610,110000.0,49500.0,4500.0
2014,"Cotton lint, ginned",1921.02,,4000.0,
2014,Cotton seed,143,,9000.0,
2014,Cottonseed oil,2168,,1300.0,
2014,"Cow peas, dry",1706,281877.0,138673.0,4920.0
2014,Cucumbers and gherkins,1232,197.0,1977.0,100355.0
2014,Dates,1314,455.0,1098.39,24128.0
2014,"Ginger, raw",1657,31.0,285.13,92087.0
2014,Green garlic,1252,76.0,840.0,110526.0
2014,"Green tea (not fermented), black tea (fermented) and partly fermented tea",23913,,445105.0,
2014,"Groundnuts, excluding shelled",142,21611.0,56149.0,25982.0
2014,Leeks and other alliaceous vegetables,1254,72.0,326.27,45318.0
2014,Lemons and limes,1322,1615.0,15429.0,95536.0
2014,"Lentils, dry",1704,4082.0,3129.72,7667.0
2014,Lettuce and chicory,1214,160.0,2796.0,174750.0
2014,Linseed,1441,975.0,974.83,9999.0
2014,Maize (corn),112,2116141.0,3513171.0,16602.0
2014,"Mangoes, guavas and mangosteens",1316,58501.0,757310.0,129452.0
2014,Millet,118,138829.0,126000.0,9076.0
2014,Mushrooms and truffles,1270,,0.0,
2014,"Nutmeg, mace, cardamoms, raw",1653,91.0,56.61,6217.0
2014,Oats,117,3943.0,3823.63,9697.0
2014,"Onions and shallots, dry (excluding dehydrated)",1253.02,8147.0,112473.09,138062.0
2014,Oranges,1323,9036.0,135263.0,149693.0
2014,Papayas,1317,8846.0,125141.0,141466.0
2014,Peaches and nectarines,1345,69.0,583.0,84493.0
2014,Pears,1342.01,306.0,3193.0,104346.0
2014,"Peas, green",1242,12608.0,60167.31,47721.0
2014,"Pepper (Piper spp.), raw",1651,310.0,279.53,9026.0
2014,"Pigeon peas, dry",1707,276124.0,274523.0,9942.0
2014,Pineapples,1318,8015.0,208493.55,260129.0
2014,Plantains and cooking bananas,1313,2656.0,31838.96,119873.0
2014,Plums and sloes,1346,212.0,2163.0,102028.0
2014,Pomelos and grapefruits,1321,222.0,2869.0,129234.0
2014,Potatoes,1510,115604.0,1626027.0,140655.0
2014,"Pyrethrum, dried flowers",1930.02,3700.0,358.0,968.0
2014,Rice,113,28390.0,112263.0,39543.0
2014,"Seed cotton, unginned",1921.01,24322.0,13472.0,5539.0
2014,Sesame seed,1444,29451.0,12297.1,4175.0
2014,Sorghum,114,213520.0,177553.0,8316.0
2014,Soya beans,141,2225.0,2368.11,10645.0
2014,Spinach,1215,10085.0,96459.0,95646.0
2014,Strawberries,1354,146.0,3940.0,269863.0
2014,Sugar cane,1802,72180.0,6409929.0,888048.0
2014,Sunflower seed,1445,14000.0,14000.0,10000.0
2014,Sweet potatoes,1530,61067.0,763643.0,125050.0
2014,"Tangerines, mandarins, clementines",1324,1217.0,17647.0,145004.0
2014,Tea leaves,1620,203006.0,1935000.0,95317.0
2014,Tomatoes,1234,24531.0,443271.0,180698.0
2014,Unmanufactured tobacco,1970,15190.0,10766.81,7088.0
2014,"Vanilla, raw",1658,22.0,14.75,6828.0
2014,Watermelons,1221,4801.0,117911.0,245597.0
2014,Wheat,111,147210.0,228900.0,15549.0
2014,Yams,1540,1210.0,20028.0,165521.0
2015,Apples,1341,56.0,589.0,105179.0
2015,Apricots,1343,17.0,79.81,48276.0
2015,Artichokes,1216,5.0,24.37,47434.0
2015,Asparagus,1211,80.0,560.0,70000.0
2015,Avocados,1311,8486.0,136420.0,160759.0
2015,Bananas,1312,60718.0,1290150.0,212482.0
2015,Barley,115,13969.0,51396.0,36793.0
2015,"Beans, dry",1701,1243882.0,765000.0,6150.0
2015,"Beer of barley, malted",24310.01,,473600.0,
2015,"Broad beans and horse beans, green",1243,327.0,1462.15,44752.0
2015,Cabbages,1212,25926.0,733817.0,283043.0
2015,Carrots and turnips,1251,6423.0,112027.0,174415.0
2015,"Cashew nuts, in shell",1372,24466.0,28410.0,11612.0
2015,"Cassava, fresh",1520.01,50354.0,709926.0,140987.0
2015,Castor oil seeds,1447,13000.0,3000.0,2308.0
2015,"Chestnuts, in shell",1373,0.0,0.0,
2015,"Chick peas, dry",1703,3787.0,1318.07,3481.0
2015,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,2665.0,3239.57,12156.0
2015,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,343.0,2655.18,77399.0
2015,"Cloves (whole stems), raw",1656,2178.0,2195.7,10082.0
2015,"Coconuts, in shell",1460,43404.0,99341.0,22888.0
2015,"Coffee, green",1610,113500.0,42000.0,3700.0
2015,"Cotton lint, ginned",1921.02,,5000.0,
2015,Cotton seed,143,,10500.0,
2015,Cottonseed oil,2168,,1200.0,
2015,"Cow peas, dry",1706,238625.0,173057.0,7252.0
2015,Cucumbers and gherkins,1232,240.0,1944.0,81000.0
2015,Dates,1314,457.0,1087.35,23798.0
2015,"Ginger, raw",1657,28.0,253.17,89140.0
2015,Green garlic,1252,150.0,1809.0,120293.0
2015,"Green tea (not fermented), black tea (fermented) and partly fermented tea",23913,,399100.0,
2015,"Groundnuts, excluding shelled",142,11094.0,28574.0,25756.0
2015,Leeks and other alliaceous vegetables,1254,70.0,318.03,45360.0
2015,Lemons and limes,1322,1803.0,17580.54,97507.0
2015,"Lentils, dry",1704,3132.0,2410.42,7697.0
2015,Lettuce and chicory,1214,1247.0,12144.0,97386.0
2015,Linseed,1441,961.0,962.66,10012.0
2015,Maize (corn),112,2098240.0,3825000.0,18230.0
2015,"Mangoes, guavas and mangosteens",1316,49266.0,682778.5,138589.0
2015,Millet,118,90263.0,99000.0,10968.0
2015,Mushrooms and truffles,1270,,0.0,
2015,"Nutmeg, mace, cardamoms, raw",1653,98.0,60.95,6241.0
2015,Oats,117,3780.0,3613.62,9561.0
2015,"Onions and shallots, dry (excluding dehydrated)",1253.02,6638.0,80007.64,120530.0
2015,Oranges,1323,7062.0,107121.0,151686.0
2015,Papayas,1317,8753.0,121289.88,138567.0
2015,Peaches and nectarines,1345,44.0,794.0,180455.0
2015,Pears,1342.01,354.0,4333.0,122401.0
2015,"Peas, green",1242,11400.0,53105.0,46585.0
2015,"Pepper (Piper spp.), raw",1651,337.0,309.97,9194.0
2015,"Pigeon peas, dry",1707,143491.0,215237.0,15000.0
2015,Pineapples,1318,7275.0,202046.21,277738.0
2015,Plantains and cooking bananas,1313,2665.0,32529.88,122067.0
2015,Plums and sloes,1346,174.0,1826.0,104943.0
2015,Pomelos and grapefruits,1321,200.0,2661.21,132990.0
2015,Potatoes,1510,133532.0,1963495.0,147043.0
2015,"Pyrethrum, dried flowers",1930.02,1113.0,278.79,2505.0
2015,Rice,113,29438.0,116473.0,39566.0
2015,"Seed cotton, unginned",1921.01,28627.0,15726.0,5493.0
2015,Sesame seed,1444,26120.0,10894.21,4171.0
2015,Sorghum,114,195507.0,189000.0,9667.0
2015,Soya beans,141,2761.0,2603.0,9428.0
2015,Spinach,1215,4996.0,72124.0,144363.0
2015,Strawberries,1354,113.0,1360.74,119940.0
2015,Sugar cane,1802,77830.0,7164790.0,920569.0
2015,Sunflower seed,1445,5000.0,5000.0,10000.0
2015,Sweet potatoes,1530,72162.0,1232332.0,170773.0
2015,"Tangerines, mandarins, clementines",1324,1147.0,14939.0,130244.0
2015,Tea leaves,1620,209400.0,1735000.0,82856.0
2015,Tomatoes,1234,19027.0,402513.0,211548.0
2015,Unmanufactured tobacco,1970,16441.0,10914.14,6638.0
2015,"Vanilla, raw",1658,23.0,14.54,6415.0
2015,Watermelons,1221,5444.0,194343.0,356986.0
2015,Wheat,111,120256.0,238600.0,19841.0
2015,Yams,1540,1481.0,18719.0,126394.0
2016,Apples,1341,82.0,623.0,75976.0
2016,Apricots,1343,16.0,74.52,47661.0
2016,Artichokes,1216,5.0,27.46,51042.0
2016,Asparagus,1211,72.0,402.0,55833.0
2016,Avocados,1311,10305.0,176045.0,170835.0
2016,Bananas,1312,63299.0,1288588.0,203572.0
2016,Barley,115,17262.0,62000.0,35917.0
2016,"Beans, dry",1701,1171710.0,728160.0,6215.0
2016,"Beer of barley, malted",24310.01,,559000.0,
2016,"Broad beans and horse beans, green",1243,315.0,1546.93,49154.0
2016,Cabbages,1212,26931.0,775994.0,288142.0
2016,Carrots and turnips,1251,6867.0,110946.0,161564.0
2016,"Cashew nuts, in shell",1372,29830.0,24954.0,8365.0
2016,"Cassava, fresh",1520.01,46535.0,571848.0,122886.0
2016,Castor oil seeds,1447,13000.0,3000.0,2308.0
2016,"Chestnuts, in shell",1373,0.0,0.0,
2016,"Chick peas, dry",1703,4363.0,1532.99,3513.0
2016,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1652,2548.0,3075.42,12068.0
2016,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1231,269.0,2202.39,81868.0
2016,"Cloves (whole stems), raw",1656,2098.0,1989.34,9482.0
2016,"Coconuts, in shell",1460,47401.0,115227.5,24309.0
2016,"Coffee, green",1610,114000.0,46100.0,4044.0
2016,"Cotton lint, ginned",1921.02,,5000.0,
2016,Cotton seed,143,,10500.0,
2016,Cottonseed oil,2168,,1200.0,
2016,"Cow peas, dry",1706,227809.0,146806.6,6444.0
